rates

SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;CLASS_UNIT;LISTLEVEL;FACEVALUE;FACEUNIT;ISSUESIZE;IS_COLLATERAL;IS_EXTERNAL;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;IS_RII;INCLUDEDBYMOEX;IS_QUALIFIED_INVESTORS;HIGH_RISK;EVENINGSESSION;MORNINGSESSION;WEEKENDSESSION;SUSPENSION_LISTING;ISSUEDATE;REGISTRYCLOSEDATE;DIVIDENDVALUE;DIVIDENDYIELD;REGISTRYCLOSETYPE;SECURITYCAPITALIZATION;EMITENTCAPITALIZATION;EMITENTNAME;INN;LOTSIZE;PRICE;PRICE_RUB;RTL1;RTH1;RTL2;RTH2;RTL3;RTH3;DISCOUNT1;LIMIT1;DISCOUNT2;LIMIT2;DISCOUNT3;DISCOUNTL0;DISCOUNTH0;FULLCOVERED;FULL_COVERED_LIMIT
STSBP;СтаврЭнСбп;Ставрополэнергосбыт ПАО ап;Акции привилегированные;RU000A0ET1Z7;2-01-50119-A;;3;0,00483;RUB;262100364;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;28.03.2008;2025-07-06;0.4703035;0.1019;закрытие реестра;1282981281.78;4556055644.94;"Публичное акционерное общество ""Ставропольэнергосбыт""";2626033550;1000;4,84632;4,84632;0,0;9,69264;0,0;9,69264;0,0;9,69264;100,0;;;;;11,51000;10,96000;1;-76347
SVAV;СОЛЛЕРС;"ПАО ""СОЛЛЕРС""";Акции обыкновенные;RU0006914488;1-01-02461-D;;2;12,5;RUB;31486001;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;22.04.2005;2026-06-11;;;закрытие реестра (рекомендуемая);14829906471.0;14829906471.0;"Публичное акционерное общество ""СОЛЛЕРС""";3528079131;1;466,146;466,146;312,318;619,974;233,073;699,219;116,537;815,756;33,0;24514;50,0;122570;75,0;8,17000;14,95000;0;0
SVCB;Совкомбанк;Совкомбанк ао;Акции обыкновенные;RU000A0ZZAC4;10100963B;;1;0,1;RUB;22516228905;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;15.12.2023;2025-07-08;0.35;0.022;закрытие реестра;278976076132.95;278976076132.95;"Публичное акционерное общество ""Совкомбанк""";4401116480;100;12,4332;12,4332;10,3196;14,5468;8,2059;16,6605;5,0976;19,7688;17,0;11135502;34,0;55677510;59,0;7,13000;7,13000;0;0
SVET;Светофор;Светофор Групп ао;Акции обыкновенные;RU000A100592;1-01-24350-J;;3;1,0;RUB;22333500;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;15.01.2021;2025-12-30;;;закрытие реестра;271575360.0;329022085.0;"Публичное акционерное общество ""Светофор Групп""";7814693830;1;12,17;12,17;0,0;24,34;0,0;24,34;0,0;24,34;100,0;;;;;10,56000;18,05000;1;-104311
SVETP;Светофор п;Светофор Групп ап;Акции привилегированные;RU000A1005A9;2-01-24350-J;;3;1,0;RUB;2481500;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;27.05.2024;2025-12-30;;;закрытие реестра;57446725.0;329022085.0;"Публичное акционерное общество ""Светофор Групп""";7814693830;1;23,04;23,04;0,0;46,08;0,0;46,08;0,0;46,08;100,0;;;;;13,94000;15,45000;1;-39888
T;Т-Техно ао;Т-Технологии МКПАО ао;Акции обыкновенные;RU000A107UL4;1-01-16784-A;;1;0,36394;RUB;2682747860;1;1;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;28.10.2019;2026-05-25;;;закрытие реестра (рекомендуемая);845709435386.4;845709435386.4;"Международная компания публичное акционерное общество ""Т-Технологии""";2540283195;1;315,21;315,21;261,62;368,8;242,71;387,71;220,65;409,77;17,0;4300290;23,0;21501450;30,0;5,91000;5,85000;0;0
TASB;ТамбЭнСб;"ао""Тамбов.энергсбыт.комп.""ПАО";Акции обыкновенные;RU000A0D8NG8;1-01-65100-D;;3;0,02;RUB;1525986880;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;08.08.2005;;;;;3051973760.0;3282576942.36;"Публичное акционерное общество ""Тамбовская энергосбытовая компания""";6829010210;1000;2,04045;2,04045;0,0;4,0809;0,0;4,0809;0,0;4,0809;100,0;;;;;11,72000;28,84000;1;0
TASBP;ТамбЭнСб-п;"ап""Тамбов.энергсбыт.комп.""ПАО";Акции привилегированные;RU000A0D8NH6;2-01-65100-D;;3;0,02;RUB;217961420;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;08.08.2005;;;;;230603182.36;3282576942.36;"Публичное акционерное общество ""Тамбовская энергосбытовая компания""";6829010210;10000;1,029218;1,029218;0,0;2,058436;0,0;2,058436;0,0;2,058436;100,0;;;;;11,36000;28,56000;1;0
TATN;Татнфт 3ао;"ПАО ""Татнефть"" ао";Акции обыкновенные;RU0009033591;1-03-00161-A;;1;1,0;RUB;2178690700;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;11.01.2005;2026-07-15;;;закрытие реестра (рекомендуемая);1295885228360.0;1378844008760.0;"публичное акционерное общество ""Татнефть"" имени В.Д. Шашина";1644003838;1;597,84;597,84;496,21;699,47;460,34;735,34;418,49;777,19;17,0;376426;23,0;1882132;30,0;7,58000;10,94000;0;0
TATNP;Татнфт 3ап;"ПАО ""Татнефть"" ап 3 вып.";Акции привилегированные;RU0006944147;2-03-00161-A;;1;1,0;RUB;147508500;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;11.01.2005;2026-07-15;;;закрытие реестра (рекомендуемая);82958780400.0;1378844008760.0;"публичное акционерное общество ""Татнефть"" имени В.Д. Шашина";1644003838;1;564,99;564,99;451,99;677,99;418,09;711,89;378,54;751,44;20,0;94995;26,0;474974;33,0;7,55000;10,18000;0;0
TGKA;ТГК-1;"ао ПАО ""ТГК-1""";Акции обыкновенные;RU000A0JNUD0;1-01-03388-D;;1;0,01;RUB;3854341416571;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;26.03.2007;2025-07-08;0.000828802;0.1326;;24274642241.56;24274642241.56;"Публичное акционерное общество ""Территориальная генерирующая компания №1""";7841312071;100000;0,0062642;0,0062642;0,004197;0,0083314;0,0031321;0,0093963;0,0015661;0,0109624;33,0;2585812500;50,0;12929062500;75,0;7,29000;9,57000;0;0
TGKB;ТГК-2;"ао ПАО ""ТГК-2""";Акции обыкновенные;RU000A0JNGS7;1-01-10420-A;;3;0,01;RUB;1458404850747;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;20.10.2006;;;;;9727560354.48;9884810440.46;"Публичное акционерное общество ""Территориальная генерирующая компания №2""";7606053324;1000000;0,00664508;0,00664508;0,00332254;0,00996762;0,00166127;0,01162889;0,00033225;0,01295791;50,0;793761668;75,0;3968808340;95,0;10,42000;18,16000;1;-875500120
TGKBP;ТГК-2 ап;"ап ПАО ""ТГК-2""";Акции привилегированные;RU000A0JNGT5;2-01-10420-A;;3;0,01;RUB;16500533681;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;30.01.2007;;;;;157250085.98;9884810440.46;"Публичное акционерное общество ""Территориальная генерирующая компания №2""";7606053324;100000;0,0095028;0,0095028;0,0;0,0190056;0,0;0,0190056;0,0;0,0190056;100,0;;;;;12,68000;18,87000;1;0
TGKN;ТГК-14;"ао ПАО ""ТГК-14""";Акции обыкновенные;RU000A0H1ES3;1-01-22451-F;;2;0,001;RUB;1357945609114;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;25.01.2007;2025-05-26;0.000688642404726722;0.0969;закрытие реестра;7468700850.13;7468700850.13;"Публичное акционерное общество ""Территориальная генерирующая компания № 14""";7534018889;100000;0,00551849;0,00551849;0,00369739;0,00733959;0,00275925;0,00827774;0,00137962;0,00965736;33,0;2155532837;50,0;10777664185;75,0;10,89000;22,72000;0;0
TNSE;ТНСэнрг ао;"ПАО ГК ""ТНС энерго"" ао";Акции обыкновенные;RU000A0JUCQ5;1-01-15521-A;;3;1,0;RUB;13668239;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;17.06.2015;2016-07-13;;;закрытие реестра;51939308200.0;51939308200.0;"Публичное акционерное общество Группа компаний ""ТНС энерго""";7705541227;1;3752,15;3752,15;0,0;7504,3;0,0;7504,3;0,0;7504,3;100,0;;;;;9,95000;23,31000;1;0
TORS;РСТомск ао;"ао ПАО ""Россети Томск""";Акции обыкновенные;RU000A0ETZF2;1-01-50128-A;;3;0,4916;RUB;3819315580;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;28.12.2005;2025-06-23;0.021;0.037;закрытие реестра;3597795276.36;3969185568.36;"Публичное акционерное общество ""Россети Томск""";7017114672;10000;0,975259;0,975259;0,0;1,950518;0,0;1,950518;0,0;1,950518;100,0;;;;;9,83000;29,47000;1;0
TORSP;РСТомск ап;"ап ПАО ""Россети Томск""";Акции привилегированные;RU000A0ETZM8;2-01-50128-A;;3;0,4916;RUB;576693000;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;28.12.2005;2025-06-23;0.021;0.0602;закрытие реестра;371390292.0;3969185568.36;"Публичное акционерное общество ""Россети Томск""";7017114672;10000;0,663615;0,663615;0,0;1,32723;0,0;1,32723;0,0;1,32723;100,0;;;;;10,59000;19,68000;1;-524267
TRMK;ТМК ао;ПАО ТМК;Акции обыкновенные;RU000A0B6NK6;1-01-29031-H;;2;10,0;RUB;1052000000;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;10.04.2007;2024-06-04;9.51;0.0493;закрытие реестра;97099600000.0;97099600000.0;"Публичное акционерное общество ""Трубная Металлургическая Компания""";7710373095;10;93,831;93,831;46,916;140,747;18,766;168,896;4,692;182,97;50,0;180296;80,0;901480;95,0;7,21000;10,41000;0;0
TRNFP;Транснф ап;Транснефть ПАО акц.пр.;Акции привилегированные;RU0009091573;2-01-00206-A;;1;0,01;RUB;155487500;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;14.01.2008;2025-07-17;198.25;0.1489;закрытие реестра;215878845000.0;215878845000.0;"Публичное акционерное общество ""Транснефть""";7706061801;1;1391,91;1391,91;1113,53;1670,29;1030,01;1753,81;932,58;1851,24;20,0;113228;26,0;566140;33,0;4,33000;7,02000;0;0
TTLK;Таттел. ао;"""Таттелеком"" ПАО ао";Акции обыкновенные;RU000A0HM5C1;1-02-50049-A;;3;0,1;RUB;20843976400;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;21.03.2007;2026-05-05;;;закрытие реестра;12495963851.8;12495963851.8;"Публичное акционерное общество ""Таттелеком""";1681000024;1000;0,59034;0,59034;0,29517;0,88551;0,14759;1,0331;0,02952;1,15116;50,0;9490547;75,0;47452735;95,0;10,24000;14,06000;1;-13609939
TUZA;ТЗА ао;Туймаз. завод автобетоновозов;Акции обыкновенные;RU000A0HL7A2;1-01-30455-D;;3;10,0;RUB;8220000;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;28.08.2008;;;;;859812000.0;859812000.0;"Публичное акционерное общество ""Туймазинский завод автобетоновозов""";0269008334;10;105,72;105,72;0,0;211,44;0,0;211,44;0,0;211,44;100,0;;;;;12,41000;16,43000;1;-5776
UGLD;ЮГК;ЮГК;Акции обыкновенные;RU000A0JPP37;1-02-33010-D;;2;0,001;RUB;222778849052;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;22.11.2023;2021-08-27;0.005;;;159064098223.13;159064098223.13;"Публичное акционерное общество ""Южуралзолото Группа Компаний""";7424024375;1000;0,71637;0,71637;0,21491;1,21783;0,10746;1,32528;0,0;1,43274;70,0;93517912;85,0;467589560;100,0;14,89000;11,10000;0;0
UKUZ;ЮжКузб. ао;Южный Кузбасс ПАО ао;Акции обыкновенные;RU0005294775;1-02-10591-F;;3;0,04;RUB;36149002;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;1;1;1;1;0;28.08.2008;2013-05-06;;;закрытие реестра;26171877448.0;26171877448.0;"Публичное акционерное общество ""Угольная компания ""Южный Кузбасс""";4214000608;1;715,46;715,46;0,0;1430,92;0,0;1430,92;0,0;1430,92;100,0;;;;;8,19000;17,14000;1;0
UNAC;iАвиастКао;Об.авиастр.корп. ПАО ао;Акции обыкновенные;RU000A0JPLZ7;1-02-55306-E;;3;0,27;RUB;1009366990290;0;0;TQBR;Т+: Акции и ДР - безадрес.;R;;0;0;1;1;1;0;17.09.2013;2015-07-11;;;закрытие реестра;400718695145.13;400718695145.13;"Публичное акционерное общество ""Объединенная авиастроительная корпорация""";7708619320;1000;0,3962;0,3962;0,26545;0,52695;0,1981;0,5943;0,09905;0,69335;33,0;24945000;50,0;124725000;75,0;7,94000;14,18000;0;0
UNKL;ЮУНК ао;Южно-Уральский никел. комб. ао;Акции обыкновенные;RU0004887991;1-01-00197-A;;3;1,0;RUB;599737;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;20.04.2012;;;;;2482911180.0;2482911180.0;"Публичное акционерное общество ""Южно-Уральский никелевый комбинат""";5613000143;1;4146,85;4146,85;0,0;8293,7;0,0;8293,7;0,0;8293,7;100,0;;;;;9,03000;25,97000;1;0
UPRO;Юнипро ао;Юнипро ПАО ао;Акции обыкновенные;RU000A0JNGA5;1-02-65104-D;;1;0,4;RUB;63048706145;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;24.05.2007;2021-12-17;0.190329044536;0.0726;закрытие реестра;89119346135.96;89119346135.96;"Публичное акционерное общество ""Юнипро""";8602067092;1000;1,4243;1,4243;1,13944;1,70916;1,05398;1,79462;0,95428;1,89432;20,0;42421918;26,0;212109590;33,0;7,14000;9,29000;0;0
URKZ;УрКузница;"ПАО ""Уральская кузница"" ао";Акции обыкновенные;RU000A0JPFY2;1-01-32341-D;;3;0,01;RUB;54776100;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;11.05.2012;;;;;14504711280.0;14504711280.0;"Публичное акционерное общество ""Уральская кузница""";7420000133;1;264,4;264,4;0,0;528,8;0,0;528,8;0,0;528,8;100,0;;;;;10,44000;11,85000;1;0
USBN;УралСиб ао;БАНК УРАЛСИБ ПАО ао;Акции обыкновенные;RU0006929536;10200030B;;3;0,1;RUB;360134697357;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;14.12.2011;2024-06-04;0.027378645;0.1233;закрытие реестра;43936433077.55;43936433077.55;"Публичное акционерное общество ""БАНК УРАЛСИБ""";0274062111;10000;0,122607;0,122607;0,0;0,245214;0,0;0,245214;0,0;0,245214;100,0;;;;;8,77000;12,62000;1;-3480250
UTAR;ЮТэйр ао;"Авиакомпания ""ЮТэйр"" (ПАО) ао";Акции обыкновенные;RU0007661385;1-01-00077-F;;3;1,0;RUB;7896123268;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;11.01.2005;2013-05-13;;;закрытие реестра;85436053759.76;85436053759.76;"Публичное акционерное общество ""Авиакомпания ""ЮТэйр""";7204002873;100;10,8717;10,8717;0,0;21,7434;0,0;21,7434;0,0;21,7434;100,0;;;;;6,85000;12,60000;1;0
UWGN;ОВК ао;ПАО НПК ОВК ао;Акции обыкновенные;RU000A0JVBT9;1-01-82031-H;;3;1,0;RUB;2905885544;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;1;1;1;1;0;29.04.2015;;;;;73925728239.36;73925728239.36;"Публичное акционерное общество ""Научно-производственная корпорация ""Объединенная Вагонная Компания""";7705522866;1;24,75;24,75;0,0;49,5;0,0;49,5;0,0;49,5;100,0;;;;;7,56000;10,73000;1;-4021965
VEON-RX;VEON;VEON Ltd. ORD SHS;Иностранные акции;BMG9349W1038;;;3;0,001;USD;1749127404;0;1;TQBR;Т+: Акции и ДР - безадрес.;;1;1;0;1;1;0;0;26.11.2021;;;;;112119066596.4;112119066596.4;VEON Ltd.;;10;64,151;64,151;0,0;128,302;0,0;128,302;0,0;128,302;100,0;;;;;3,00000;4,80000;0;0
VGSB;ВолгЭнСб;"""Волгоград.энергосбыткомп"" ПАО";Акции обыкновенные;RU000A0D8L73;1-01-65103-D;;3;0,12;RUB;319595965;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;16.09.2005;;;;;5560969791.0;6655758013.4;"Публичное акционерное общество ""Волгоградэнергосбыт""";3445071523;1000;16,88718;16,88718;0,0;33,77436;0,0;33,77436;0,0;33,77436;100,0;;;;;9,89000;25,16000;1;0
VGSBP;ВолгЭнСб-п;"""Волгоград.энергосбыткомп"" ПАО";Акции привилегированные;RU000A0D8L57;2-01-65103-D;;3;0,12;RUB;80499134;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;16.09.2005;;;;;1094788222.4;6655758013.4;"Публичное акционерное общество ""Волгоградэнергосбыт""";3445071523;1000;13,48976;13,48976;0,0;26,97952;0,0;26,97952;0,0;26,97952;100,0;;;;;10,66000;22,59000;1;0
VJGZ;Варьеган;ННК-Варьеганнефтегаз ПАО ао;Акции обыкновенные;RU0009046460;1-01-00017-A;;3;0,1;RUB;18091110;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;14.12.2011;;;;;63590251650.0;72379528350.0;"Публичное акционерное общество ""ННК-Варьеганнефтегаз""";8609000160;1;3332,47;3332,47;0,0;6664,94;0,0;6664,94;0,0;6664,94;100,0;;;;;14,55000;28,09000;1;0
VJGZP;Варьеган-п;ННК-Варьеганнефтегаз ПАО ап;Акции привилегированные;RU0007964789;2-01-00017-A;;3;0,1;RUB;5883050;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;14.12.2011;;;;;8789276700.0;72379528350.0;"Публичное акционерное общество ""ННК-Варьеганнефтегаз""";8609000160;1;1504,86;1504,86;0,0;3009,72;0,0;3009,72;0,0;3009,72;100,0;;;;;16,45000;23,93000;1;0
VKCO;"МКПАО ""ВК""";Международная компания ПАО ВК;Акции обыкновенные;RU000A106YF0;1-01-16753-A;;1;0,00045;RUB;572904180;1;1;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;02.07.2020;;;;;137783455290.0;137783455290.0;"Международная компания Публичное акционерное общество ""ВК""";3900015862;1;239,57;239,57;177,28;301,86;162,91;316,23;146,14;333,0;26,0;578991;32,0;2894955;39,0;8,56000;9,12000;0;0
VLHZ;ВХЗ-ао;Владимирский химич.з-д(ПАО) ао;Акции обыкновенные;RU0007984761;1-02-04847-A;;3;20,0;RUB;5005605;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;12.07.2006;2026-01-27;;;закрытие реестра;838939398.0;838939398.0;"Публичное акционерное общество ""Владимирский химический завод""";3302000669;10;166,877;166,877;0,0;333,754;0,0;333,754;0,0;333,754;100,0;;;;;12,61000;22,19000;1;-2059
VRSB;ТНСэнВорон;ТНС энерго Воронеж ПАО ао;Акции обыкновенные;RU000A0DPG67;1-01-55029-E;;3;0,4;RUB;56151024;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;14.10.2005;2025-06-28;6.94558516;0.0193;закрытие реестра;19849386984.0;22877745484.4;"Публичное акционерное общество ""ТНС энерго Воронеж""";3663050467;10;352,232;352,232;0,0;704,464;0,0;704,464;0,0;704,464;100,0;;;;;14,83000;21,04000;1;0
VRSBP;ТНСэнВор-п;ТНС энерго Воронеж ПАО ап;Акции привилегированные;RU000A0DPG75;2-01-55029-E;;3;0,4;RUB;18716678;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;14.10.2005;2025-06-28;6.94558516;0.0547;закрытие реестра;3028358500.4;22877745484.4;"Публичное акционерное общество ""ТНС энерго Воронеж""";3663050467;10;160,8778;160,8778;0,0;321,7556;0,0;321,7556;0,0;321,7556;100,0;;;;;11,63000;20,50000;1;0
VSEH;ВИ.ру;ВИ.ру;Акции обыкновенные;RU000A108K09;1-01-06636-G;;1;0,01;RUB;500000000;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;05.07.2024;2026-06-22;;;закрытие реестра (рекомендуемая);36620000000.0;36620000000.0;"Публичное акционерное общество ""ВИ.ру""";3300010559;1;73,33;73,33;49,13;97,53;36,67;110,0;18,33;128,33;33,0;136832;50,0;684160;75,0;7,25000;7,71000;0;0
VSMO;ВСМПО-АВСМ;Корп. ВСМПО-АВИСМА (ПАО) ао;Акции обыкновенные;RU0009100291;1-01-30202-D;;2;1,0;RUB;11529538;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;11.11.2004;2024-06-03;;;закрытие реестра;309913981440.0;309913981440.0;"публичное акционерное общество ""Корпорация ВСМПО-АВИСМА""";6607000556;1;26109,54;26109,54;17493,39;34725,69;13054,77;39164,31;6527,39;45691,7;33,0;292;50,0;1460;75,0;8,05000;12,48000;0;0
VSYD;ВыбСудЗ ао;Выборгский Суд.Завод ПАО ао;Акции обыкновенные;RU0006334372;1-01-02203-D;;3;0,5;RUB;2829795;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;25.09.2012;;;;;26317093500.0;26682558450.0;"Публичное акционерное общество ""Выборгский судостроительный завод""";4704012874;1;9292,94;9292,94;0,0;18585,88;0,0;18585,88;0,0;18585,88;100,0;;;;;12,53000;19,40000;1;0
VSYDP;ВыбСудЗ ап;Выборгский Суд.Завод ПАО ап;Акции привилегированные;RU0006334380;2-01-02203-D;;3;0,5;RUB;51839;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;25.09.2012;;;;;365464950.0;26682558450.0;"Публичное акционерное общество ""Выборгский судостроительный завод""";4704012874;1;6994,69;6994,69;0,0;13989,38;0,0;13989,38;0,0;13989,38;100,0;;;;;6,84000;6,69000;1;0
VTBR;ВТБ ао;ао ПАО Банк ВТБ;Акции обыкновенные;RU000A0JP5V6;10401000B;;1;50,0;RUB;12927766416;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;28.05.2007;2025-07-11;25.58;0.3514;закрытие реестра;1209909658873.44;1209909658873.44;Банк ВТБ (публичное акционерное общество);7702070139;1;93,663867;93,663867;77,74101;109,586724;72,121178;115,206556;65,564707;121,763027;17,0;13021333;23,0;65106665;30,0;6,87000;9,51000;0;0
WTCM;ЦМТ ао;"""Центр междун. торговли""ПАО ао";Акции обыкновенные;RU0008137070;1-01-01837-A;;3;1,0;RUB;1083000000;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;27.09.2007;2026-04-20;;;закрытие реестра;15465240000.0;17535600000.0;"Публичное акционерное общество ""Центр международной торговли""";7703034574;100;14,1493;14,1493;0,0;28,2986;0,0;28,2986;0,0;28,2986;100,0;;;;;7,86000;11,29000;1;0
WTCMP;ЦМТ ап;"""Центр междун. торговли""ПАО ап";Акции привилегированные;RU0008137088;2-01-01837-A;;3;1,0;RUB;162000000;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;27.09.2007;2026-04-20;;;закрытие реестра;2070360000.0;17535600000.0;"Публичное акционерное общество ""Центр международной торговли""";7703034574;100;12,3306;12,3306;0,0;24,6612;0,0;24,6612;0,0;24,6612;100,0;;;;;7,54000;8,52000;1;0
WUSH;iВУШХолднг;ВУШ Холдинг ао;Акции обыкновенные;RU000A105EX7;1-01-03292-G;;2;0,01;RUB;111382432;0;0;TQBR;Т+: Акции и ДР - безадрес.;R;;0;0;1;1;1;0;14.12.2022;2024-12-06;2.11;0.0143;закрытие реестра;8915049857.28;8915049857.28;"Публичное акционерное общество ""ВУШ Холдинг""";9703103060;1;79,94;79,94;53,56;106,32;39,97;119,91;19,99;139,9;33,0;1074047;50,0;5370235;75,0;10,31000;10,81000;0;0
X5;КЦ ИКС 5;Корпоративный центр ИКС 5;Акции обыкновенные;RU000A108X38;1-01-16812-A;;1;1164,26;RUB;271572872;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;09.01.2025;2026-01-06;;;закрытие реестра;649466523388.0;649466523388.0;"Публичное акционерное общество ""Корпоративный центр ИКС 5""";9722079341;1;2391,36;2391,36;1984,83;2797,89;1841,35;2941,37;1673,95;3108,77;17,0;227514;23,0;1137570;30,0;5,94000;6,33000;0;0
YAKG;ЯТЭК ао;Якутская топл.-энерг. комп. ао;Акции обыкновенные;RU0007796819;1-01-20510-F;;3;1,0;RUB;826919375;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;09.12.2011;2021-04-26;0.61;0.0052;закрытие реестра;34937343593.75;34937343593.75;"Публичное акционерное общество ""Якутская топливно-энергетическая компания""";1435032049;10;41,618;41,618;0,0;83,236;0,0;83,236;0,0;83,236;100,0;;;;;8,51000;19,64000;1;0
YDEX;ЯНДЕКС;МКПАО ЯНДЕКС;Акции обыкновенные;RU000A107T19;1-01-16777-A;;1;0,4;RUB;394967916;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;08.07.2024;2026-04-27;;;закрытие реестра;1633389816618.0;1633389816618.0;"Международная компания публичное акционерное общество ""ЯНДЕКС""";3900019850;1;4134,42;4134,42;3431,57;4837,27;3183,5;5085,34;2894,09;5374,75;17,0;109900;23,0;549500;30,0;7,88000;7,75000;0;0
YKEN;Якутскэнрг;"АК ""Якутскэнерго"" (ПАО) ао";Акции обыкновенные;RU0009257075;1-01-00304-A;;3;2,22;RUB;10187741424;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;02.12.2004;;;;;3963031413.94;4370817762.19;"Публичное акционерное общество ""Якутскэнерго""";1435028701;10000;0,390703;0,390703;0,0;0,781406;0,0;0,781406;0,0;0,781406;100,0;;;;;8,44000;12,80000;1;0
YKENP;Якутскэн-п;"АК ""Якутскэнерго"" (ПАО) ап";Акции привилегированные;RU0007796827;2-01-00304-A;;3;2,22;RUB;1332635125;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;17.07.2008;;;;;407786348.25;4370817762.19;"Публичное акционерное общество ""Якутскэнерго""";1435028701;10000;0,309765;0,309765;0,0;0,61953;0,0;0,61953;0,0;0,61953;100,0;;;;;8,12000;9,53000;1;0
YRSB;ТНСэнЯр;ТНС энерго Ярославль ПАО ао;Акции обыкновенные;RU000A0D8760;1-01-50099-A;;3;1,0;RUB;17143584;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;29.08.2005;2016-06-29;;;закрытие реестра;14057738880.0;15094422480.0;"Публичное акционерное общество ""ТНС энерго Ярославль""";7606052264;10;781,407;781,407;0,0;1562,814;0,0;1562,814;0,0;1562,814;100,0;;;;;7,98000;9,27000;1;0
YRSBP;ТНСэнЯр-п;ТНС энерго Ярославль ПАО ап;Акции привилегированные;RU000A0D88B3;2-01-50099-A;;3;1,0;RUB;4507320;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;29.08.2005;2016-06-29;;;закрытие реестра;1036683600.0;15094422480.0;"Публичное акционерное общество ""ТНС энерго Ярославль""";7606052264;10;201,847;201,847;0,0;403,694;0,0;403,694;0,0;403,694;100,0;;;;;11,01000;22,66000;1;0
